jobNumber,jobName,sales,location,region,description,priority,currentStatus,jobNotes,readyForInstall,orderDate,mfgTarget,mfgTargetModified,installTarget,scheduledInstall,dateInstalled,dateToAdmin,vendor,poNumber,vendorStatus,mfgRegion,installRegion,ulSign,value,totalHrsMfg,totalHrsInstall,dip,vinylDueDate,sketchFile,process,isActive,dept_graphics,dept_routingType,dept_metal,dept_assembly,dept_plexApplication,dept_vinyl
J33316,Greenbush - The Southeast Kansas Service Center (Routing Copy),"QT,DP",Girard,NEK,Greenbush Reception 090925 Produce and install graphics display for reception gathering area.,,MFG - Routing,,Survey needed,2026-02-06,2026-03-27,2026-06-16,2026-04-02,,,,,,,NEK,NEK,False,,0.0,0.0,122.0,2026-06-01,J33316 Greenbush_Reception gathering area and behind desk.pdf,Placeholder,True,,,,,,
J34690,Greenbush - The Southeast Kansas Service Center (Routing Copy),"QT,DP",Girard,NEK,Greenbush Timeline 111225 Produce and install one custom wall mounted interior non illuminated wall sign display of timeline,,MFG - Routing,,Survey needed,2026-02-09,2026-03-30,2026-06-16,2026-04-05,,,,,,,NEK,NEK,False,,0.0,0.0,119.0,2026-06-01,J34690 Greenbush_Hallway Timeline.pdf,Placeholder,True,,,,,,
J34689,Greenbush - The Southeast Kansas Service Center (Routing Copy),"QT,DP",Girard,NEK,Greenbush Legacy Builders 111225 Produce and install one custom interior non illuminated wall sign display for Legacy Builders Wall.,,MFG - Routing,,Survey needed,2026-02-09,2026-03-30,2026-06-16,2026-04-05,,,,,,,NEK,NEK,False,,0.0,0.0,119.0,2026-06-01,J34689 Greenbush_Legacy Builders.pdf,Placeholder,True,Outsourced,Metal Only,,,,
J36938,Community National Bank and Trust,CC,Wichita,WK,"Furnish new pylon sign for CNB&T Wichita Provide labor, materials, and equipment to fabricate and install a new, internally illuminated CNB ID cabinet and pole cover with address numerals. Reference design CC-J36938. Upper ID cabinet to have routed copy, backed with 1/2"" thick, push-thru acrylic. The CNB logo on the faces of the cabinet to be internally illuminated trim capped logos, with vinyl graphics applied to white acrylic faces. The top of cabinet to have a custom fabricated topper, trimmed with red, LED tube. Address numerals on pole cover base to be attached, 1/4"" thick, machine routed aluminum. The LED display to be provided by separate vendor, but this proposal includes providing framed out section to accommodate installers LED modules. The stone base to be supplied by GC. Lumineo Signs will coordinate with site super and electrician when we dig our footing for the new support pipe. Permit will be secured by Lumineo Signs and invoiced at cost on final billing.",,MFG - Chris Metal Fab,1st of July install,Survey needed,2026-04-16,2026-06-04,2026-06-30,2026-06-10,,,,"SIGN HOUSE,GEMINI",20161 / 20162,ORDERED,WK,WK,False,47040.16,,0.0,53.0,2026-06-15,J36938 Community Bank and Trust_double face sign revised.pdf,In Process,True,Hutch,Metal w/ Push thru,in_progress,in_progress,in_progress,
J36940,"Stone Creek Station (GC Investments, Inc)",NH,Garden City,WK,"CORNER SIGN (OPTION 2): Furnish and install (1) 12""h x 30'w x 8""d single-face aluminum cabinet (black enamel finish) with individual non-illuminated reverse-channel letters (30""h, Pantone 4515 gold enamel finish, full painted backs), mounted to the face of the 12""h base cabinet, along with flat-cut-out aluminum ""hex bolt heads"" (3/8"" deep, white enamel finish), stud-mounted at the corners. Excavate & form a 31'w x 1' 4""d x 5.5""h concrete mow pad, with steel j-bolts throughout. On the return trip, mount the sign sections on the pad. . . *THE CUSTOMER IS RESPONSIBLE FOR ADDING LANDSCAPING LIGHTS/CAST FIXTURES, AS DESIRED. . . *CUSTOMER TO PLACE A REPLICA PUMPJACK BEHIND THE SIGN, COMPLETELY INDEPENDENT OF THE SIGN. (PRIOR TO PLACEMENT OF THE SIGN).",,MFG - Chris Metal Fab,,Survey needed,2026-05-01,2026-06-19,2026-07-03,2026-06-25,,,,,,,WK,WK,False,21836.19,,0.0,38.0,2026-06-18,document - 2026-05-04T092501.560.pdf,In Process,True,Outsourced,Routing Complete,in_progress,in_progress,,
J31949,"Stone Creek Station (GC Investments, Inc)",NH,Garden City,WK,"MONUMENT SIGN @ THE COURTYARD: Furnish and install (1) new single-face sign, consisting of (1) 2' 4 13/16""h x 8'w x 8""d irregular-shaped single-face aluminum cabinet (white enamel finish) with routed copy/logo, internal-LED-illumination, push-thru plex letters, custom digitally-printed gold vinyl overlay, 3630-22 black vinyl overlay), with a 3-piece flat-cut-out aluminum ""accent bars"" (3/8"" deep, Pantone #4515 enamel finish), stud-mounted flush, and (1) 2'h x 7' 8""w x 4""d painted aluminum polecover (black enamel finish). Set new base steel (excavation through dirt, concrete to grade). *ASSUMES THE CUSTOMER WILL LANDSCAPE AROUND THE SIGN. On the return trip, weld the signage to the poles. *THE CUSTOMER IS RESPONSIBLE FOR RUNNING POWER TO THE SIGN LOCATION.",,MFG - Terry Metal Fab,,Survey needed,2026-05-01,2026-06-19,2026-06-19,2026-06-25,,,,"GEMINI,GREGORY",20320 / 20327,ORDERED,WK,WK,False,10408.44,,0.0,38.0,2026-06-04,document - 2026-05-04T092404.642.pdf,In Process,True,"Hutch,Outsourced",Routing Complete,in_progress,in_progress,in_progress,
J35730,FUQUA CONSTRUCTION,DP,McPherson,WK,"McPherson Co Office Building - Rev2: Attached you will find our renderings of the signage and elevations of the signage. There are three signs in total, all to be backlit with color changeable LEDs. This is for the McPherson County Building, which is an office structure being remodeled for County use catty-corner from the courthouse. The signs will be mounted on existing walls.",,MFG - Len Metal Fab,didn't get final info till 3/4/26,Survey needed,2026-02-20,2026-04-10,2026-06-29,2026-04-16,,,,STEEL ART,19639,RECEIVED,WK,WK,False,52924.52,,0.0,108.0,2026-06-14,document - 2026-02-21T092626.664.pdf,In Process,True,,,in_progress,in_progress,,
J33724,Dough Co Donuts,AS,Hutchinson,WK,Survey for cut size. Remove existing faces in pole sign. Furnish and install (2) new plex faces with vinyl graphics in pole sign.,,MFG - Need Material Cut,survey received 5/18,Survey needed,2026-05-06,2026-06-24,,2026-06-30,,,,GREGORY,20327,ORDERED,WK,WK,False,2308.21,,0.0,33.0,,document - 2026-05-07T090239.632.pdf,In Process,True,Outsourced,,,,in_progress,
J36873,BILLBOARD BUSINESS LLC,LNI,Hutchinson,WK,Luke is asking Lumineo to produce and furnish 50 qty. billboard ID tags (3 ft.) for The Billboard Business. Refer to prior discussions with Alex regarding details. See uploaded mockup.,,MFG - Need Material Cut,,Survey needed,2026-05-08,2026-06-26,,2026-07-02,,,,,,,WK,WK,False,5182.72,,0.0,31.0,,document - 2026-05-09T063709.189.pdf,In Process,True,Hutch,,,,in_progress,in_progress
J37515,Dodge City Smiles,NH,Dodge City,WK,"OPTION 2: Furnish and install (2) new flat plex faces to fit the existing 4'x6' top section of the existing pylon sign (translucent digitally-printed vinyl graphics, UV laminate). Remove and dispose of the existing faces. Slide the new ones into place. *Reference trim size from original order #24627.1... *IF THE SIGN NEEDS ANY ELECTRICAL SERVICE, LUMINEO CAN PROVIDE ON AN ADDITIONAL ""TIME & MATERIALS"" BASIS.",,MFG - Need Material Cut,,Survey needed,2026-05-14,2026-07-02,,2026-07-08,,,,MIRATEC,20262,SHIPPING,WK,WK,False,2374.87,,0.0,25.0,,document - 2026-05-15T065458.749.pdf,In Process,True,Outsourced,,,,in_progress,
J33316,Greenbush - The Southeast Kansas Service Center,"QT,DP",Girard,NEK,Greenbush Reception 090925 Produce and install graphics display for reception gathering area.,,MFG - Paint Prep / Paint,,Survey needed,2026-02-06,2026-03-27,2026-06-16,2026-04-02,,,,,,,NEK,NEK,False,5272.0,0.0,0.0,122.0,2026-06-01,J33316 Greenbush_Reception gathering area and behind desk.pdf,In Process,True,,,,,,
J34690,Greenbush - The Southeast Kansas Service Center,"QT,DP",Girard,NEK,Greenbush Timeline 111225 Produce and install one custom wall mounted interior non illuminated wall sign display of timeline,,MFG - Paint Prep / Paint,,Survey needed,2026-02-09,2026-03-30,2026-06-16,2026-04-05,,,,,,,NEK,NEK,False,16210.0,0.0,0.0,119.0,2026-06-01,J34690 Greenbush_Hallway Timeline.pdf,In Process,True,,,,,,
J34689,Greenbush - The Southeast Kansas Service Center,"QT,DP",Girard,NEK,Greenbush Legacy Builders 111225 Produce and install one custom interior non illuminated wall sign display for Legacy Builders Wall.,,MFG - Paint Prep / Paint,,Survey needed,2026-02-09,2026-03-30,2026-06-16,2026-04-05,,,,,,,NEK,NEK,False,6059.0,0.0,0.0,119.0,2026-06-01,J34689 Greenbush_Legacy Builders.pdf,In Process,True,Outsourced,Metal Only,,,,
J35471,MERITRUST CREDIT UNION,CC,Wichita,WK,"Fabricate and install two, internally illuminated single face sign cabinets with routed, push thru copy. Sign cabinets to install over transom windows on the north and west elevations of tenant space. Cabinets painted DK Bronze to match mullion color. Copy will be clear matt acrylic, pushed through routed copy on faces, and backed with translucent white vinyl. Permit, as required by the city will be invoiced at cost on final billing as a separate line item. 120V service to each sign by others. Reference design CC-J35471.",RED DATE,MFG - Paint Prep / Paint,Install by end of June.,Survey needed,2026-02-19,2026-04-09,2026-06-15,2026-04-15,,,,,,,WK,WK,False,19738.43,,0.0,109.0,2026-05-31,document - 2026-02-21T093740.261.pdf,In Process,True,Hutch,Routing Complete,done,in_progress,,
J36861,First Security Bank,DW,Conway Springs,WK,Conway Springs Pylon Option 5 NEEDS SURVEY! Remove and discard existing double face pylon. Reusing pole structure fabricate and install new LED illuminated double face pylon with routed push thru graphics.,,MFG - Paint Prep / Paint,,Survey needed,2026-04-06,2026-05-25,2026-06-17,2026-05-31,,,,,,,WK,WK,False,34622.35,,0.0,63.0,2026-06-02,J36861 First Security Bank_Pylon Sign.pdf,In Process,True,Hutch,Routing Complete,in_progress,in_progress,in_progress,
J37422,Cris Corey State Farm,AS,Hutchinson,WK,"Refurb Remove, repaint sign, base and reveal black, replace lighting, furnish two new plex faces 36x96 same graphics as current, graphics on pole cover per new layout, 21x96, reinstall. Proposal includes 5-year parts and labor warranty. Please coordinate removal with paint and with the acrylic face timeline so they can have a quick turnaround once the sign has been removed and will not be without sign too long.",,MFG - Paint Prep / Paint,,Survey needed,2026-04-29,2026-06-17,2026-06-29,2026-06-23,,,,MIRATEC,20132,SHIPPING,WK,WK,False,7091.19,,0.0,40.0,2026-06-14,J37422 STATE FARM CHRIS COREY_ REFURB.pdf,In Process,True,"Hutch,Outsourced",,,in_progress,in_progress,in_progress
J37303,"Stone Creek Station (GC Investments, Inc)",NH,Garden City,WK,"BIG SKY EXTERIOR SIGNS: Furnish & install (1) 4'h x 5' 11 1/2'w single-face, internal-LED-lit oval-shaped wall sign cabinet (red enamel finish, flat plex face, translucent digitally-printed graphics, UV laminate). Mount on the east elevation, centered over the entrance. *THE CUSTOMER IS RESPONSIBLE FOR RUNNING POWER TO THE SIGN LOCATION. . . Furnish and install (3) 6'h x 9' 9 5/8""w single-face, non-illuminated, oval-shaped aluminum pan signs (red enamel finish, opaque digitally-printed graphics, UV laminate). Mount on the south/west/north elevations, centered under the gooseneck fixtures (SUPPLIED BY OTHERS).",,MFG - Paint Prep / Paint,,Survey needed,2026-05-01,2026-06-19,2026-06-19,2026-06-25,,,,,,,WK,WK,False,17036.17,,0.0,38.0,2026-06-04,document - 2026-05-04T092132.068.pdf,In Process,True,Outsourced,Routing Complete,done,in_progress,in_progress,
J36888,"Carlson Hydraulics, LLC",TC,Wichita,WK,"Furnish and Install one (1) set of 3/8"" (D) non-illuminated, aluminum flat cut out letters (FCOs), painted blue. FCOs to mount on 4'-0"" (H) x 10'-0"" (W) x 2"" (D) brushed aluminum pan sign with radius corners. FCOs to mount to pan sign with 1"" standoffs. Reference design TC-J36888.",,MFG - Paint Prep / Paint,,Survey needed,2026-05-08,2026-06-26,2026-06-26,2026-07-02,,,,GEMINI,20324,ORDERED,WK,WK,False,5762.7,,0.0,31.0,2026-06-11,document - 2026-05-09T063136.849.pdf,In Process,True,,,done,in_progress,,
J37290,Fine Art of Family Dentistry,DP,Salina,WK,"Remove existing 2'6"" x 8' single face monument sign, move to Lumineo Plant. Sand, patch and repaint all finishes, new paint to be black. Remove ""Lynn R. Wuthnow, DDS"" and add ""Sara E. Gassman, DDS"". Reinstall at same location.",,MFG - Paint Prep / Paint,,Survey needed,2026-05-11,2026-06-29,2026-07-01,2026-07-05,,,,GEMINI,20331,ORDERED,WK,WK,False,5904.47,,0.0,28.0,2026-06-16,document - 2026-05-12T092137.878.pdf,In Process,True,,,,in_progress,,
J36774,THRIVE RESTAURANT GROUP,DW,"Cedar Falls, IA",WK,Remove and discard existing cabinet. Fabricate and install new LED illuminated sign cabinet with digitally printed flexible faces. Customer responsible for any applicable sales or use tax to appropriate local taxing authority.,,MFG - Paint Prep / Paint,,Survey needed,2026-05-13,2026-07-01,,2026-07-07,,,,MIRATEC,20235,SHIPPING,WK,WK,False,21362.84,,0.0,26.0,,document - 2026-05-14T045007.974.pdf,In Process,True,,,done,in_progress,,
J37420,Commerce Bank C/O CBRE,QT,Kansas City,NEK,"Provide labor, equipment and necessary materials to remove and dispose of existing damaged ""Enter"" sign. Produce and install replacement internally LED illuminated sign cabinet.",,MFG - Paint Prep / Paint,,Survey needed,2026-05-14,2026-07-02,2026-06-16,2026-07-08,,,,,,,NEK,NEK,False,6052.86,,0.0,25.0,2026-06-01,,In Process,True,,Routing Complete,done,in_progress,in_progress,
J34926,Greenbush - The Southeast Kansas Service Center,"QT,DP",Girard,NEK,Greenbush Audiology 112525 Produce and install one (1) single sided non illuminated sign pan with flat cut out lettering for Greenbush logo and Audiology Clinic Main Entrance with a left arrow.,,MFG - Assembly,,Survey needed,2026-02-09,2026-03-30,2026-06-16,2026-04-05,,,,,,,WK,NEK,False,5441.0,,0.0,119.0,2026-06-01,J34926r1 Greenbush Audiology Building_pan with FCOs.pdf,In Process,True,Outsourced,,done,in_progress,,
J34368,Goodwin Outdoors,QT,Overland Park,NEK,Walnut Reserve monument Produce and install one single sided illuminated sign cabinet to mount to customer provided stone base.,,MFG - Assembly,,Survey needed,2026-03-16,2026-05-04,2026-06-10,2026-05-10,,,,,,,WK,NEK,False,17800.0,,0.0,84.0,2026-05-26,J34368r2 Goodwin Outdoors-Walnut Reserve-monument.pdf,In Process,True,Outsourced,,done,in_progress,,
J36121,Greenbush - The Southeast Kansas Service Center,"QT,DP",Girard,NEK,"Greenbush Monument 021326 REMOVE AND DISPOSE OF EXISTING MONUMENT SIGN AND WOOD SUPPORT STRUCTURE INSIDE SIGN. LEAVE STONE PLANTER. PROVIDE EQUIPMENT AND LABOR TO EXCAVATE AND SET NEW STEEL SUPPORT POLE. FURNISH AND INSTALL NEW DOUBLE-SIDED, NON-ILLUMINATED MONUMENT SIGN. ALUMINUM CABINET PAINTED PMS 298C DARK BLUE WITH (2) 3” SQUARE CHANNEL SURROUNDS. 1/4” THICK FLAT CUT OUT LOGO PAINTED PMS 3395C MINT, 725U BROWN AND WHITE. FLAT CUT OUT ADDRESS ON POLE COVER.",,MFG - Assembly,,Survey needed,2026-03-26,2026-05-14,2026-06-16,2026-05-20,,,,,,,WK,NEK,False,28289.0,,0.0,74.0,2026-06-01,J36121 Greenbush_NI monument.pdf,In Process,True,Outsourced,,done,in_progress,,
J35899,Food Bank of Reno County,AS,Hutchinson,WK,"Pole sign revision Remove top two pole sign ID cabinets and two arched pole covers above tenant sign, discard. Furnish and install new internally illuminated flex faced cabinet, 8' x 12' with Food Bank Branding at top in 6 x 12 space and blank space below for future tenant graphics to be added at later date. Install on existing pole structure after trimming down to needed height. Paint existing cabinet and pole covers black. This option could meet opposition from city in permitting due to location being grandfathered. **POWER LINES PRESENT",,MFG - Assembly,survey for pole structure / Survey received 5/21,Survey needed,2026-04-10,2026-05-29,2026-06-26,2026-06-04,,,,MIRATEC,20261,SHIPPING,WK,WK,False,23584.29,,0.0,59.0,2026-06-11,J35899 Food Bank of Reno County_Pole Sign Revision.pdf,In Process,True,Outsourced,,done,in_progress,,
J36950,"Stone Creek Station (GC Investments, Inc)",NH,Garden City,WK,"NORTH EXTERIOR FASCIA SIGN: Furnish and install (1) new 5' 4"" 3/16""h x 22' 3/8""w x 4""d irregular-shaped single-face aluminum cabinet (black enamel finish) with LED-lighted trimcap channel letters (white cans, white plex, white edging, custom digitally-printed gold vinyl overlay, white LED), flat-cut-out aluminum ""hex bolt heads"" (1"" deep, white enamel finish), stud-mounted at the corners, with an aluminum channel ""oil rig"" top ornament (4"" deep, black enamel finish, with mounting plate). Mount on the ribbed metal siding. *WILL NEEED TRUCK ACCESS PRIOR TO DEVELOPMENT OF THE COURTS OUT FRONT. . . *THE CUSTOMER IS RESPONSIBLE FOR RUNNING POWER TO THE SIGN LOCATION.",,MFG - Assembly,,Survey needed,2026-05-01,2026-06-19,2026-06-19,2026-06-25,,,,"SIGN HOUSE,GEMINI",20256 / 20319,ORDERED,WK,WK,False,19691.06,,0.0,38.0,2026-06-04,document - 2026-05-04T092245.340.pdf,In Process,True,,Routing Complete,done,in_progress,,
