lni_name,lni_current_status,lni_process,lni_priority,lni_region,lni_sales,lni_location,lni_description,lni_job_notes,lni_ready_for_install,lni_order_date,lni_mfg_target_modified,lni_scheduled_install,lni_date_installed,lni_date_to_admin,lni_vendor,lni_po_number,lni_vendor_status,lni_mfg_region,lni_install_region,lni_value,lni_ul_sign,lni_graphics,lni_routing_type,lni_metal,lni_assembly,lni_plex_application,lni_vinyl_prod
"J36343 / Presbyterian Manors of MId-America, Inc.",MFG - Assembly & Graphics,In Process,,NEK,DW,Lawrence,Lawrence Monument Sign Refurb Remove existing faces. Fabricate and install new routed acrylic backed faces. Paint cabinet and pole cover in field. Will require pulling rocks back from around bottom of pole cover. Convert to LED illumination.,,Survey needed,2026-03-23,2026-06-12,,,,MIRATEC,20020,RECEIVED,WK,NEK,11159.52,No,Outsourced,Routing Complete,X,/,/,/
J29155 / Morton Buildings,MFG - Assembly & Graphics,In Process,,WK,DW,"Atkinson, IL",Remove and discard (1) existing double face sign cabinet off site. Furnish and install (1) 5'x10' double face full bleed extrusion retainerless sign cabinet with digitally printed flexible sign faces. Sign cabinet to be UL listed with multi-voltage LED lighting system. Sign cabinet to have integral steel structural pole with match plate to match existing structure. Sign cabinet to be painted black with polyurethane enamel finish. Existing pole to be painted PMS 877 metallic silver. Furnish and install 1 vinyl reading for front door glass.,,,2026-03-25,2026-06-09,,,,MIRATEC,20012,RECEIVED,WK,Sub-Installer,22381.08,Yes,Outsourced,,X,/,,/
J36879 / Inland Ocean Vineyards,MFG - Assembly & Graphics,In Process,,WK,AS,Hutchinson,"Option 5 Furnish and deliver 60” x 120"" non-illuminated sign cabinet. (Customer plans to install sign themselves between two wood beams that they will be putting in), sign to have 2"" tube on top and bottom of sides with flanges to mount to posts.  Pan cabinet to be painted light gray with white 1/2"" FCO letters and border. Contour shape to mount on light gray oval space with a white raised border to match border on the rest of the sign on the rest of the sign. *Lumineo will need to provide brackets for mounting on each side of the sign for hanging.",,Survey needed,2026-04-09,2026-06-11,,,,"GEMINI,GREGORY",20029 /20117,RECEIVED,WK,WK,16708.76,No,Outsourced,,X,/,/,
J35522 / Jones Sign,MFG - Assembly & Graphics,In Process,,WK,CC,Wichita,"Furnish and install routed tenant panels on two monuments for Jones Sign Fabricate and install two pairs of routed tenant panels for existing multi-tenant monument signs. One set of small panels for the tenant sign at the building, and two larger panels for the 21st St tenant sign. Each to be fabricated with 1"" angle returns and routed copy in faces with 1/2"" clear matte push through acrylic, with white diffuser film applied on second surface. All panels painted black with a satin finish. Dispose of removed faces, off site.",,Survey needed,2026-04-14,2026-06-12,,,,,,,WK,WK,6748.37,No,Hutch,Routing Complete,X,/,/,/
J36983 / Agri Trails Co-op,MFG - Assembly & Graphics,In Process,,WK,DP,Durham,"New ID Cabinet and Price Changer Cabinet Remove damaged ID cabinet and price changer cabinet and bring to Lumineo plant. Furnish and install new double-faced illuminated pylon display for ""DURHAM STATION"" and ""Agri Trails Coop"". Cabinet and retainers to be painted black. Plex faces with digitally printed applied vinyl graphics. Keep ""Unleaded"" & ""Diesel"" faces and price changers to install into cabinet. Return and install at same location.  Colors: 374 C - Lt. Green ""Trail Designating Line"", PMS.M 7406C - Gold Wheat PMS Fades of Yellow for background of Kansas, PMS 5361C Medium Green",,Survey needed,2026-04-23,2026-06-26,,,,MIRATEC,20131,RECEIVED,WK,WK,20968.21,No,Outsourced,,X,/,/,
J36787 / Stevens County Hospital,MFG - Assembly & Graphics,In Process,,WK,NH,Hugoton,"REPAIR WIND-DAMAGED SIGN: Pattern the existing 3' 10""h x 9' 8""w irregular-shaped LED-lit can. Fabricate a new plex/trimcap face with vinyl graphics. Remove and dispose of the face remnant. Affix the new face using painted fasteners.",Need pattern for face,Survey needed,2026-05-04,2026-06-11,,,,,,,WK,WK,3355.02,No,Hutch,,,,/,/
J34645 / BUILDERS INC PARKLANE SHOPPING,MFG - Vinyl Cut,In Process,,WK,DW,Wichita,"South Rock RD Multi-Tenant Remove and discard existing multi-tenant sign. Cut poles at grade. Set new steel pole so edge of sign cabinet is closer to Rock Rd. Fabricate and install new double face LED illuminated multi-tenant sign cabinet. Top cabinet to be ID cabinet reading ""Cedar Lakes Village"" and tenant section to have 6 tenant spaces with floating divider bars giving ability to convert two tenant spaces into one. All tenant panels and ID cabinet to have white acrylic panels.  Tenant panels to be blank and ID cabinet to have full coverage reverse cut vinyl reading ""Cedar Lakes Village"" Cabinet to be painted neutral color and pole to be painted black.",,Survey needed,2025-12-05,2026-06-11,,,,,,,WK,WK,24425.5,No,Outsourced,,X,X,/,/
J36912 / Wichita State University,MFG - Vinyl Cut,In Process,,WK,CC,Wichita,"Furnish and install a new clearance bar at WSU parking garage Furnish and install a new clearance bar on the east side of the Rhatigan Center parking garages north entrance lane. Clearance bar to be produced from 8"" diameter, black PVC pipe, with matching PVC end caps. New yellow, reflective vinyl graphic to be applied. Reference design 6919 (CB-1). Existing brackets to be used with new steel cabling.",,Survey needed,2026-04-03,2026-06-11,,,,,,,WK,WK,2526.81,No,Hutch,,X,,/,/
J36376 / Community National Bank and Trust,MFG - Vinyl Cut,In Process,,WK,CC,Wichita,"Two new direction signs for CNB Wichita Fabricate and install two, double sided, non-illuminated directional signs with vinyl graphics. Each sign to have a two paint color, with the logo and copy applied in reflective white vinyl. Each cabinet to be 3"" deep, and set on concrete mow pad. Reference design CC-J36376 for copy and color layouts. Permit, as required by the city will be secured by Lumineo Signs and invoiced at cost on final billing statement. Chuck to flag locations",July 1st install,Survey needed,2026-04-23,2026-06-30,,,,,,,WK,WK,6600.5,No,Hutch,,X,/,/,/
"J36881 / NEWTON HEALTHCARE CORPORATION, D/B/A NMC HEALTH",MFG - Vinyl Cut,In Process,,WK,DW,Newton,"Remove and discard faces from bottom cabinet. Bring back into shop all retainers. Repaint retainers to match rest of sign fabricate new acrylic panel reading ""Physical Therapy & Rehabilitation""",survey done 5/18/26,Survey needed,2026-04-24,2026-06-12,,,,,,,WK,WK,3229.59,No,Hutch,,,,/,/
"J37535 / Schramm Feedlot, Inc.",MFG - Vinyl Cut,In Process,Rush,WK,NH,"Yuma, CO","Furnish (2) full sign replacements (white ACM panels, with 7725-12 black & 7725-47 intense blue vinyl graphics, and digital print logo in bottom-right corner. Breakdown: (1) 6' 8"" x 20' sign (in 4 pieces), and (1) 4' 6"" x 15' sign (in 2 pieces). -Original sketch references attached. Crate & ship to the site. Customer to take down the old panels & install new panels. **LN DOES NOT HAVE A COLORADO RETAIL TAX NUMBER; CUSTOMER IS RESPONSIBLE FORPAYING ANY APPLICASBLE TAXES TO LOCAL AUTHORITIES.",,Survey needed,2026-05-01,2026-06-09,,,,,,,WK,WK,,No,Hutch,,,,/,/
"J36733 / CHCT Kansas, LLC",MFG - Vinyl Cut,In Process,,WK,TC,Wichita,"Fabricate and install one (1) 6'-0"" (H) x 4'-0"" (W) x 4"" (D) S/F wayfinding sign. Sign to match others on property, painted (PMS TBD). Top of sign to read ""CYPRESS MEDICAL BLDG 300"" in white vinyl, applied over a black vinyl background. Tenant information to be applied in white vinyl on a black background. Reverse weeded Up & Left arrow to be applied in black vinyl directly to painted surface next to tenant information. Backside of sign to have ""CYPRESS MEDICAL"" in white vinyl, applied over a black vinyl background. Building 300 tenants are as follows, reference design TC-J36733:",,Survey needed,2026-05-06,2026-06-24,,,,,,,WK,WK,3595.86,No,Hutch,,X,,/,/
J37607 / MIKE NOLTE,MFG - Vinyl Cut,In Process,,WK,DD,Buhler,"Clear plex panel with 2nd surface cut vinyl & white backer vinyl. Panel size is 8 3/8""H x 49 1/4""W",,Survey needed,2026-05-13,2026-06-10,,,,,,,WK,WK,308.04,No,Hutch,,,,/,/
J37863 / FIDELITY BANK (E. English),MFG - Vinyl Cut,In Process,,WK,CC,Wichita,Provide new stop sign panel for end of parking deck ramp,,Survey needed,2026-05-22,2026-06-12,,,,,,,WK,WK,382.91,No,,,X,,/,/
J34687 / Greenbush - The Southeast Kansas Service Center,MFG - Vinyl Application,In Process,,NEK,"QT,DP",Girard,Greenbush Observatory Exterior 111225 Remove existing non illuminated pan signs. Produce and install two (2) single sided non illuminated exterior sign displays with digitally printed vinyl graphics.,,Survey needed,2026-02-09,2026-06-16,,,,,,,WK,NEK,14641,No,Outsourced,,X,,/,
J36382 / COHLMIA MARKETING,MFG - Vinyl Application,In Process,,WK,DW,Wichita,"Breast Care Specialist Acrylic Stand Off Revision #2 Fabricate and install 1 acrylic standoff sign with 1/4"" thick acrylic flat cut out and vinyl graphics.",,Survey needed,2026-03-10,2026-06-08,,,,GEMINI,19900,RECEIVED,WK,WK,3150,No,,,,X,X,X
J36515 / Children's Mercy,MFG - Vinyl Application,In Process,,WK,CC,Wichita,Non Illuminated Wayfinding Sign for Childrens Mercy Wichita Furnish and install two new non-illuminated wayfinding signs,tall side to the building,Survey needed,2026-04-06,2026-06-09,,,,,,,WK,WK,20149.95,No,Hutch,Routing Complete,X,X,/,/
J36516 / Children's Mercy,MFG - Vinyl Application,In Process,,WK,CC,Wichita,"New Non Illuminated monument sign for Childrends Mercy Wichita Furnish and install one new double faced, non-illuminated monument sign for entry.",,Survey needed,2026-04-06,2026-06-09,,,,,,,WK,WK,15506.95,No,Hutch,Routing Complete,X,X,/,/
J37094 / Intellicents,MFG - Vinyl Install,In Process,,WK,TC,Wichita,"Interior Vinyl - Intellicents Remove and dispose of existing vinyl. Furnish and install two (2) 66-1/4"" (H) x 21"" (W) readings of regular cut Etch Look vinyl. Reference design TC-J37094.",,Survey needed,2026-04-27,2026-06-09,,,,,,,WK,WK,952.06,No,Hutch,,,,,X
"J36732 / CHCT Kansas, LLC",MFG - Vinyl Install,In Process,,WK,TC,Wichita,"Furnish and install the following vinyl readings at 9300 W 29th St N, Bldg 300, reference design TC-J36732:  ""BUILDING 300"" - 3M 7725-10 White Vinyl - To install on transom windows directly above sliding glass entrance doors ""ENTER THIS SIDE"" - Digital Print Vinyl Strips - To install directly above divider bar on left entrance door - QTY 2 ""EXIT THIS SIDE"" - Digital Print Vinyl Strips - To install directly above divider bar on left entrance door, opposite side of glass as ""ENTER"" vinyl - QTY 2",,Survey needed,2026-05-06,2026-06-09,,,,,,,WK,WK,687.61,No,Hutch,,,,,X
"J36890 / Carlson Hydraulics, LLC",MFG - Vinyl Install,In Process,,WK,TC,Wichita,"Remove existing vinyl. Furnish and install one (1) new reading of 3M 7725-10 White Vinyl, with company logo and repair hours. Reference design TC-J36890.",,Survey needed,2026-05-08,2026-06-26,,,,,,,WK,WK,446.74,No,Hutch,,,,,X
"J36892 / Carlson Hydraulics, LLC",MFG - Vinyl Install,In Process,,WK,TC,Wichita,"Clean door of any debris. Furnish and install one (1) reading of 3M 7725-397 Dark Blue vinyl, reading ""Customer Repair Drop Off."" Vinyl to install directly on door at SE elevation of building. Reference design TC-J36892.",,Survey needed,2026-05-08,2026-06-26,,,,,,,WK,WK,327.91,No,Hutch,,,,,X
J37648 / DISABILITY SUPPORTS,MFG - Vinyl Install,In Process,,WK,AS,Hutchinson,Remove current window graphics from back door and side light.  Furnish and install (1) new set of frosted crystal cut and printed graphics (West Gallery door and window graphics only all others remain the same).  *Replacing all graphics due to overspray from exterior paint job.   Remove and dispose of frosted crystal cut vinyl reading on East sliding door.  Furnish and install (1) new set of frosted crystal cut vinyl with hours.,,Survey needed,2026-05-12,2026-06-10,,,,GREGORY,20231,,WK,WK,665.6,No,,,,,,
J28989 / KIEWIT ENGINEERING GROUP INC,NEK - Production,In Process,,NEK,SP,Lenexa,"TEMP COPY CHANGES FOR 3 EXISTING DIRECTIONAL SIGNS ON SIGNS #1, 9 AND 11 COPY & REINSTALL SIGN #9 - Make vinyl copy changes using 7125-22 matte black vinyl on three (3) existing directionals at the site for Signs #1, 9 and 11; and reinstall existing previously removed sign #9 back at its same sod/dirt location having new pole support and concrete footing with mow pad (this sign is being stored in a trash enclosure area at Kiewit site and Lonny Stump can be contacted to gain access to sign . His cell # is 816.668.5523 or office direct # 913.689.1962 or office admin asst # 816.701.5000)",,Survey needed,2025-01-29,2025-03-19,,,,,,,NEK,NEK,2209,No,,,,,,
J31749 / Multistudio,NEK - Production,In Process,,NEK,QT,KCKS,American Royal ADA sample Create a sample referencing sketch J31578.   N/C,,Survey needed,2025-06-03,2025-07-22,,,,,,,NEK,NEK,,No,,,,,,
J31961 / CHILDREN'S MERCY HOSPITALS,NEK - Production,In Process,,NEK,SP,KCMO,"INTERIOR DON CHISHOLM BLDG LEGACY DISPLAY WITH DIG PRINTS & PLAQUES DON CHISHOLM BLDG LEGACY DISPLAY -  Customer to remove/relocate on their own the AED Unit, AED Sign, Small Wall Plaque and Light Box, but 2 Rm ID Signs on far right to remain as-is since the new display doesn't cover that area. Lumineo to produce/install one (1) Legacy Wall display for the 7'8"" x 17'4"" wall area which consists of:  one (1) large digital print graphic with matte laminate finish to overlay onto the painted sheetrock wall area,   three (3) clear acrylic plaques all 3/8"" thick with polished edges (and all edges of acrylic plaques need to have corner edges of acrylic rounded off due to being in a metal health bldg, using brushed silver button spacers for mounting attached flush up to wall, having digital print images, graphics and vinyl copy with 1 plaque sized 2' x 2'6"" and 2 sized 1'6"" x 3'6""),    one (1) black sintra panel 1/2"" thick sized 2'6"" x 2'2"" with a digital print image having matte laminate finish and VHB tape mounting;    and one (1) layout of white acrylic 1/4""",,Survey needed,2025-11-25,2026-01-13,,,,,,,NEK,NEK,10612,No,,,,,,
J33873 / Speeks Technology,NEK - Production,In Process,,NEK,QT,"Maplewood, MO",PayMore STL Tenant Monuments 100725 Produce and install four (4) tenant monument panels for PayMore for two (2) double sided tenant monument signs.,,Survey needed,2026-02-04,2026-03-25,,,,,,,NEK,NEK,2813,No,,,,,,
J34688 / Greenbush - The Southeast Kansas Service Center,NEK - Production,In Process,,NEK,"QT,DP",Girard,Greenbush Suite Surrounds 111225 Produce and install (11) Suite Surrounds for existing electronic room ID's,,Survey needed,2026-02-09,2026-03-30,,,,,,,NEK,NEK,,No,,,,,,
J35123 / Greenbush - The Southeast Kansas Service Center,NEK - Production,In Process,,NEK,"QT,DP",Girard,Greenbush Photo Plaques 121125 Fabricate and install sixteen (16) informational plaques to go along with existing photo plaques.,,Survey needed,2026-02-06,2026-03-27,,,,,,,NEK,NEK,4756,No,,,,,,
J35949 / NKC Health,NEK - Production,In Process,,NEK,QT,KCMO,"NKC-002 #001 ST V1 NKC-002_Meritas Health Landmark at Tiffany Springs 10161 N Ambassador Dr Kansas City, MO 64153 Sign # 001 Sign Type V1 Remove and dispose of existing graphics from door glass. Clean surface of all residue. Produce and install replacement vinyl graphics.",,Survey needed,2026-03-04,2026-04-22,,,,,,,NEK,NEK,577.64,No,,,,,,
J35950 / NKC Health,NEK - Production,In Process,,NEK,QT,KCMO,"NKC-002 Sign#002 ST CUST-W-NIL NKC-002_Meritas Health Landmark at Tiffany Springs 10161 N Ambassador Dr Kansas City, MO 64153 Sign # 002 Sign Type CUST-W.NIL Remove and replace insert inside cabinet with new flat panel (match existing)with new full color graphics,",,Survey needed,2026-03-04,2026-04-22,,,,,,,NEK,NEK,835.52,No,,,,,,
J35928 / NKC Health,NEK - Production,In Process,,NEK,QT,KCMO,"NKC-007 Pole Parking Signs NKC-007_Tremont Imaging Center 5501 NW 62nd Terrace, Suite 200 Kansas City, MO 64151 All Regulatory Small Pole Parking Signs Sign Type RP3. (11) in total. Sign #'s 003a, 003b,003c,008a,008b,008c,010a,010b,010c,12a,12b Remove and dispose of 9 existing post and panel parking signs. Produce and install eleven (11) replacement small regulatory parking pole signs",,Survey needed,2026-03-10,2026-04-28,,,,,,,NEK,NEK,5226.83,No,,,,,,
